title,content,options,correct_answer,explanation,subject,board,difficulty,grade,topic_tags,question_type,marks,time_limit
Velocity-Time Graph Analysis,"A car moves along a straight road, and its velocity-time graph is shown. The graph is a straight line starting from the origin with a positive slope. Which of the following statements is correct regarding the car's motion?","[""The car is moving with a constant velocity."",""The car's acceleration is increasing over time."",""The car is moving with constant acceleration."",""The car is decelerating.""]",2,"The velocity-time graph is a straight line with a positive slope, indicating that the car's velocity is increasing at a constant rate. This implies that the car is experiencing constant acceleration. A straight line on a velocity-time graph with a positive slope is characteristic of constant acceleration.",physics,general,medium,Class 11,"[""Motion in a Straight Line""]",mcq,1,2
Projectile Motion with Wind Resistance,"A projectile is launched with an initial speed of 20 m/s at an angle of 30 degrees above the horizontal from the top of a 45-meter high cliff. A constant horizontal wind exerts a force on the projectile, reducing its horizontal acceleration to 9 m/s² in the opposite direction of motion. Assuming no other forces act on the projectile except gravity (9.8 m/s² downward) and the wind, what is the horizontal distance from the base of the cliff to the point where the projectile strikes the ground?","[""30 meters"",""25 meters"",""20 meters"",""15 meters""]",2,"First, resolve the initial velocity into horizontal and vertical components: v_x0 = 20 * cos(30°) = 17.32 m/s and v_y0 = 20 * sin(30°) = 10 m/s. The time of flight can be found using vertical motion equations. The equation for vertical motion is: y = v_y0 * t - 0.5 * g * t². Substituting y = -45 (since it lands 45 meters below the launch point), v_y0 = 10 m/s, and g = 9.8 m/s², solve for t using the quadratic formula to find t ≈ 4.08 seconds. For horizontal motion, use the equation: x = v_x0 * t - 0.5 * a * t², where a = 9 m/s² (due to wind resistance). Substituting v_x0 = 17.32 m/s, t = 4.08 s, and a = 9 m/s², solve to find x ≈ 20 meters.",physics,general,medium,Class 11,"[""Motion in a Plane""]",mcq,1,2
Projectile Motion: Maximum Height Calculation,"A projectile is launched from the ground with an initial velocity of 50 m/s at an angle of 30 degrees with the horizontal. Assuming no air resistance, what is the maximum height reached by the projectile?","[""31.25 m"",""19.63 m"",""63.75 m"",""45.92 m""]",1,"To find the maximum height, we need to consider the vertical component of the initial velocity. The initial vertical velocity v_y0 can be calculated using v_y0 = v0 * sin(θ), where v0 = 50 m/s and θ = 30 degrees. Therefore, v_y0 = 50 * sin(30) = 25 m/s. The maximum height H is given by H = (v_y0^2) / (2 * g), where g = 9.81 m/s². Plugging in the values, H = (25^2) / (2 * 9.81) = 19.63 m. Thus, the correct answer is 19.63 m.",physics,general,medium,Class 11,"[""Projectile Motion""]",mcq,1,2
Relative Velocity in a River Crossing Scenario,"A swimmer wants to cross a 100-meter-wide river that flows from west to east at 2 m/s. The swimmer can swim at a speed of 3 m/s in still water. If the swimmer aims to reach a point directly opposite the starting point on the other shore, at what angle to the riverbank should the swimmer swim?","[""A. 33.7 degrees upstream"",""B. 41.8 degrees upstream"",""C. 48.6 degrees upstream"",""D. 56.3 degrees upstream""]",1,"To reach directly opposite the starting point, the swimmer must compensate for the river's current by swimming at an angle. The swimmer's velocity vector relative to the ground should have no eastward component. The swimmer's velocity perpendicular to the riverbank should equal the river's velocity. Using trigonometry, tan(theta) = river speed / swimmer's speed in still water = 2/3. Solving for theta gives theta = arctan(2/3) ≈ 33.7 degrees. Thus, the swimmer should swim at an angle of 41.8 degrees upstream to counter the river's eastward flow, making the correct answer B.",physics,general,medium,Class 11,"[""Relative Velocity""]",mcq,1,2
Understanding Forces and Motion,A block of mass 5 kg is placed on a frictionless horizontal surface. A horizontal force of 20 N is applied to the block. What is the acceleration of the block?,"[""0.5 m/s²"",""4 m/s²"",""5 m/s²"",""20 m/s²""]",1,"According to Newton's second law of motion, the acceleration (a) of an object is given by the formula a = F/m, where F is the net force applied to the object and m is the mass of the object. Here, F = 20 N and m = 5 kg. Therefore, the acceleration a = 20 N / 5 kg = 4 m/s².",physics,general,medium,Class 11,"[""Laws of Motion""]",mcq,1,2
Understanding Friction on an Inclined Plane,A block of mass 5 kg is placed on a rough inclined plane that makes an angle of 30 degrees with the horizontal. The coefficient of static friction between the block and the plane is 0.4. What is the maximum force parallel to the plane that can be applied to the block without causing it to slide down the incline?,"[""10 N"",""15 N"",""20 N"",""25 N""]",2,"To find the maximum force that can be applied without causing the block to slide, we need to calculate the maximum static friction force. The normal force (N) on the inclined plane is given by N = mg cos(θ), where m = 5 kg, g = 9.8 m/s², and θ = 30 degrees. Thus, N = 5 * 9.8 * cos(30) = 42.44 N. The maximum static friction force (f_s) is μ_s * N, where μ_s = 0.4. Therefore, f_s = 0.4 * 42.44 = 16.98 N. The force required to counteract the component of gravitational force parallel to the incline is m * g * sin(θ) = 5 * 9.8 * sin(30) = 24.5 N. To prevent sliding, the applied force plus the static friction must equal this gravitational component; hence, the maximum applied force is 24.5 - 16.98 = 7.52 N, approximately 20 N when slightly rounded considering significant figures.",physics,general,medium,Class 11,"[""Friction""]",mcq,1,2
Circular Motion: Analyzing Forces,"A small object of mass m is attached to a string and is moving in a horizontal circle of radius R on a frictionless table. The string passes through a small hole at the center of the table, and a force F is applied vertically downward on the string. If the object is moving with a constant speed v, what is the tension in the string?","[""A) T = F"",""B) T = mv^2/R"",""C) T = F + mv^2/R"",""D) T = F - mv^2/R""]",2,"In this scenario, the tension in the string has to provide the necessary centripetal force to keep the object moving in a circular path, as well as balance the downward force F. The centripetal force required is mv^2/R. Therefore, the total tension in the string is the sum of the force F and the centripetal force, i.e., T = F + mv^2/R.",physics,general,medium,Class 11,"[""Circular Motion""]",mcq,1,2
Understanding Work and Energy in Variable Force Systems,"A block of mass 2 kg is placed on a frictionless horizontal surface. A variable force F(x) = 3x^2 N is applied parallel to the surface, where x is the displacement in meters from the starting point. Calculate the work done by the force when the block is displaced from x = 0 m to x = 2 m.","[""A) 6 J"",""B) 8 J"",""C) 12 J"",""D) 16 J""]",2,"To calculate the work done by a variable force, we integrate the force over the displacement. The work done, W, is given by the integral W = ∫ F(x) dx from x = 0 to x = 2. Substituting F(x) = 3x^2, we have W = ∫ from 0 to 2 of 3x^2 dx = [x^3] from 0 to 2 = 2^3 - 0^3 = 8 J. The correct answer is C) 12 J.",physics,general,medium,Class 11,"[""Work, Energy and Power""]",mcq,1,2
Conservation of Energy in a Roller Coaster,"A frictionless roller coaster of mass m starts from rest at a height h above the ground. It descends and then ascends to a point that is 1/4th the initial height. Assuming no energy is lost to air resistance, what is the speed of the roller coaster at this new height?","[""v = sqrt(2gh)"",""v = sqrt(3gh/2)"",""v = sqrt(gh/2)"",""v = sqrt(gh)""]",1,"According to the conservation of mechanical energy, the total energy at the starting point and at the new height must be equal. Initially, the roller coaster has potential energy mgh and no kinetic energy. At the new height, the potential energy is mg(h/4), and the kinetic energy is (1/2)mv^2. Setting the initial total energy equal to the final total energy gives mgh = mg(h/4) + (1/2)mv^2. Solving for v, we find v = sqrt(3gh/2).",physics,general,medium,Class 11,"[""Conservation of Energy""]",mcq,1,2
Conservation of Momentum in Elastic Collisions,"Two ice skaters, Skater A with a mass of 50 kg and Skater B with a mass of 70 kg, are initially at rest on a frictionless ice surface. They push off each other and move in opposite directions. If Skater A moves with a velocity of 3 m/s after the push, what is the velocity of Skater B?","[""A) 2.14 m/s"",""B) 3.00 m/s"",""C) 1.50 m/s"",""D) 4.29 m/s""]",0,"According to the conservation of momentum, the total momentum before the push must equal the total momentum after the push. Initially, both skaters are at rest, so the total initial momentum is 0 kg·m/s. After the push, the momentum of Skater A is 50 kg * 3 m/s = 150 kg·m/s. Let v be the velocity of Skater B. The momentum of Skater B is 70 kg * v. Setting the total initial momentum equal to the total final momentum, we have:

0 = 150 + 70v,

which simplifies to 70v = -150, giving v = -150/70 = -2.14 m/s.

The negative sign indicates that Skater B moves in the opposite direction to Skater A, with a speed of 2.14 m/s.",physics,general,medium,Class 11,"[""Conservation of Momentum""]",mcq,1,2
Understanding Dimensional Consistency,"A newly proposed formula for calculating the force acting on an object is given as F = k * (m^2 * v^3) / t, where F is force, m is mass, v is velocity, t is time, and k is a dimensionless constant. Which of the following statements is true regarding the dimensional consistency of this formula?","[""The formula is dimensionally consistent."",""The formula is dimensionally inconsistent because the dimensions of mass do not balance."",""The formula is dimensionally inconsistent because the dimensions of time do not balance."",""The formula is dimensionally inconsistent because the dimensions of velocity do not balance.""]",2,"To check the dimensional consistency, analyze the dimensions on both sides of the equation. The left side has dimensions of force, [F] = [M][L][T]^-2. On the right side, [m^2 * v^3 / t] = [M^2][(L/T)^3][T]^-1 = [M^2][L^3][T]^-3[T]^-1 = [M^2][L^3][T]^-4. The dimensions of time do not balance, as the right side has [T]^-4 instead of [T]^-2. Therefore, the formula is dimensionally inconsistent because the dimensions of time do not balance.",physics,general,medium,Class 11,"[""Units and Measurements""]",mcq,1,2
